data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,"maximum body size (SVL, HBL, cm)",Source for maximum body size,notes on body size (e.g. type of metric),Trophic position,Source/logic for trophic position,migratory?,source/logic for migration info,dispersal distance category,logic/source for dispersal distance,dispersal type (walking may need to be reworded to something that encaptures slithering),logic/source for dispersal type,cold season dormancy?,source/logic for cold season dormancy,notes for cold season dormancy,hot season dormancy?,source/logic for hot season dormancy,notes for hot season dormancy,highland specialist,source/logic for highland specialist,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes,origGenus,origSpecies,Terrestriality (available for mammals only; see panTHERIA metadata),pantheria05Genus,pantheria05Species,pantheria93Genus,pantheria93Species,allPantheriaSynonyms05,pantheriaReferences,binaryName,TRY species number (for plants),genus_species,limit_type
Adam A,Anolis,cooki,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7,Meiri 2008,max adult SVL,insectivore,guess based on others in genus,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,neo-tropical,,N,no info - based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_cooki,"max, min"
Adam A,Anolis,cristatellus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.8,Meiri 2008,max adult SVL,insectivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,neo-tropical,,N,no info - based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_cristatellus,"max, min"
Adam A,Anolis,cybotes,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8.1,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_cybotes,max
Adam A,Anolis,evermanni,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.8,Meiri 2008,max adult SVL,omnivore,10.1017/S0952836902001085,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_evermanni,max
Adam A,Anolis,frenatus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,15,Meiri 2008,max adult SVL,insectivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_frenatus,max
Adam A,Anolis,gundlachi,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.5,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,neo-tropical,,N,no info - based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_gundlachi,"max, min"
Adam A,Anolis,krugi,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.5,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_krugi,max
Adam A,Anolis,lionotus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8.5,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,neo-tropical,,N,no info - based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_lionotus,"max, min"
Adam A,Anolis,marcanoi,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.5,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_marcanoi,max
Adam A,Anolis,oculatus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,9.6,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_oculatus,max
Adam A,Anolis,pulchellus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.1,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_pulchellus,max
Adam A,Anolis,roquet,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8.6,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,assumed to go into brumation based on absence during cold period ,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_roquet,max
Adam A,Anolis,semilineatus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,4.7,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_semilineatus,max
Adam A,Anolis,shrevei,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_shrevei,max
Adam A,Anolis,stratulus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anolis_stratulus,max
Adam A,Anomalopus,brevicollis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8.3,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,No info- based on climate,,No,No info- based on climate,,No,Based on type locality,NA,terrestrial,"This species is fossorial and legless hence ""walking"" may not be an accurate description of its dispersal method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anomalopus_brevicollis,max
Adam A,Anomalopus,leuckartii,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,13.7,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,No info- based on climate,,No,No info- based on climate,,No,Based on type locality,NA,terrestrial,"This species is fossorial and legless hence ""walking"" may not be an accurate description of its dispersal method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anomalopus_leuckartii,max
Miguel R.,Arizona,elegans,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,178,ADW U of Michigan,max total length,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,"no mention of hibernation/brumation, ""low temperatures in the winter and spring and late at night in the summer probably re-duce metabolic activity and efficiency considerably"", hide under flat rocks",NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arizona_elegans,max
Miguel R.,Austrelaps,superbus,Elapidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.3,Shine (1987) Journal of Herpetology 21(1): 21-28,mean SVL,carnivore,Dowde (2012) Australian Journal of Zoology 60(3): 159-165,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Fitzgerald, M., Shine, R., & Lemckert, F. (2003). A reluctant heliotherm: thermal ecology of the arboreal snake Hoplocephalus stephensii (Elapidae) in dense forest. Journal of Thermal Biology, 28(6-7), 515-524.",inactive in the winter,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Austrelaps_superbus,"max, min"
Adam A,Basiliscus,vittatus,Corytophanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,22.5,Meiri 2008,max adult SVL,omnivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably none disperse more than 1km in a single generation, generally",Walking,Squamate walking tetrapod,N,Neo-Tropical,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basiliscus_vittatus,max
Adam A,Bassiana,duperreyi,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,no info - based on climate,,N,no info - based on climate,,No,Based on range,NA,terrestrial,Bassiana is listed as a synonym for Acritoscincus on Reptile Database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bassiana_duperreyi,"max, min"
Adam A,Bassiana,platynota,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,no evidence for brumation,,No,No info- based on climate,,No,Based on range,NA,terrestrial,Bassiana is listed as a synonym for Acritoscincus on Reptile Database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bassiana_platynota,max
Adam A,Calyptotis,temporalis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,3.6,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,no evidence for brumation,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calyptotis_temporalis,max
Adam A,Carlia,longipes,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.64,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,no evidence for brumation,,No,No info- based on climate,,No,http://reptile-database.reptarium.cz/species?genus=Carlia&species=longipes,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carlia_longipes,max
Adam A,Carlia,munda,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,4.4,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,No info- based on congeners,,No,No info- based on climate,,No,http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Carlia/munda,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carlia_munda,max
Adam A,Carlia,pectoralis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.4,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,No info- based on congeners,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carlia_pectoralis,max
Adam A,Carlia,rhomboidalis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.1,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,No info- based on congeners,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carlia_rhomboidalis,max
Adam A,Carlia,vivax,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,4.7,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,No info- based on congeners,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carlia_vivax,max
Ignacio,Chamaeleo,dilepis,Chamaeleonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8.7,Meiri 2008,max adult SVL,insectivore,Reaney et al. 2012,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Y,"O’Donoghue, T. L., Slater, K., & Brown, L. R. (2020). Seasonal habitat utilisation and morphological characteristics of Chamaeleo dilepis on Telperion Nature Reserve, Mpumalanga, South Africa. African Journal of Herpetology, 1-18.",assumed to go into brumination based on absence during cold period ,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleo_dilepis,"max, min"
Ignacio,Chamaeleo,jacksonii,Chamaeleonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,38,"S. Spawls, K. Howell, R. Drewes, J. Ashe 2002 Reptiles of East Africa",NA,insectivore,Kraus & Preston 2016,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Y,"Lin, J., & Nelson, C. E. (1980). Comparative Reproductive Biology of Two Sympatric Tropical Lizards Chamaeleo jacksonii BOULENGER and Chamaeleo hoehnelii STEINDACHNER (Sauria: Chamaeleonidae), Amphibia-Reptilia, 1(3), 287-311. doi: https://doi.org/10.1163/156853881X00393",mention of hibernation,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleo_jacksonii,"max, min"
